dim1,dim2
325553,112456
325569,826783
325576,397399
325609,682412
325661,710535
325662,7122
325715,406715
325766,912734
325803,890126
325813,86276
325816,282174
325818,931749
325862,176358
325865,708633
325866,450493
325905,899118
325911,162585
325925,104638
325938,334593
325980,371886
326012,768069
326041,124123
326062,23727
326074,836882
326108,163712
326110,916038
326151,737528
326153,878803
326153,877211
326174,918197
326198,804235
326208,623897
326258,93088
326263,80263
326291,928725
326303,920957
326306,478762
326338,180465
326378,380467
326384,571524
326385,7295
326386,723362
326396,804367
326403,78369
326428,524845
326440,799715
326443,926677
326451,895799
326466,256485
326467,42408
326475,255241
326486,769479
326487,244637
326491,847717
326517,343466
326537,572505
326556,613399
326581,520901
326584,422187
326588,158123
326609,520269
326615,365242
326616,449567
326622,166073
326627,774086
326627,147355
326643,215896
326665,773161
326666,18628
326669,15323
326680,795644
326697,192046
326702,812376
326706,50151
326710,756587
326710,179562
326713,542858
326722,133924
326725,729678
326727,462638
326730,723972
326733,229184
326749,158333
326754,171377
326765,541791
326794,544806
326819,369524
326831,841139
326835,273479
326845,549527
326867,279945
326878,8827
326924,57686
326928,668382
326940,212004
326943,346054
326944,860311
326965,849703
326968,498584
326982,909567
326985,286078
326988,67475
326989,360429
327015,623424
327033,454001
327039,230558
327047,841324
327050,761252
327051,171709
327075,597267
327108,17428
327120,489977
327130,725818
327130,376286
327160,613257
327161,921831
327169,529896
327189,924955
327229,194156
327249,129306
327255,45737
327280,807346
327325,94953
327336,69559
327366,534659
327372,300744
327382,23777
327464,797935
327468,728819
327487,86844
327490,251876
327497,625536
327518,438708
327525,444278
327545,609057
327555,810303
327568,816381
327594,564241
327609,348922
327633,293033
327638,626247
327665,88921
327677,359786
327681,292635
327708,538605
327715,9135
327738,144004
327742,655196
327746,767027
327758,811489
327771,531713
327777,685779
327783,673512
327815,547817
327821,699797
327834,335376
327837,183699
327871,90685
327890,57791
327892,855688
327897,799103
327900,88842
327932,638187
327932,747311
327932,53943
327948,649638
327961,432002
327965,668915
327972,932113
327979,108993
327980,396419
327981,8117
327993,308345
328007,711112
328011,1774
328012,114909
328019,512075
328043,59091
328069,227804
328070,921008
328071,306548
328086,588634
328096,879962
328125,657582
328128,727578
328145,176779
328161,254167
328168,82448
328174,747308
328176,733393
328179,538791
328192,8488
328197,613383
328213,54211
328262,177233
328265,914738
328272,868971
328283,619171
328291,542951
328294,166262
328315,72728
328329,799505
328373,839789
328378,77912
328379,480366
328422,815527
328425,109254
328445,622191
328451,549972
328473,52971
328477,907902
328494,855844
328501,463822
328505,81172
328515,196699
328551,291449
328554,351753
328560,826523
328575,527491
328580,550657
328596,218523
328630,888931
328631,531433
328648,694472
328690,565409
328719,160926
328723,562277
328733,742248
328746,462734
328768,586438
328772,902359
328772,439722
328787,399706
328798,282819
328804,94442
328805,649514
328811,451034
328818,528235
328849,70976
328870,926215
328872,642525
328886,848754
328895,364649
328930,397705
328982,208279
328988,581981
328989,183887
329000,247219
329011,907471
329026,44043
329041,278971
329057,738527
329064,557493
329065,620454
329076,630511
329082,337573
329092,912423
329094,429363
329110,71015
329119,818788
329134,177042
329145,62376
329165,180206
329168,651124
329222,793508
329228,165628
329249,448797
329249,701137
329249,147109
329261,227266
329269,706049
329278,293939
329280,822847
329280,476704
329284,665464
329285,835703
329317,553496
329318,168952
329328,640984
329347,801061
329367,460281
329391,653116
329400,348063
329415,171551
329422,526776
329444,183024
329451,916682
329452,944991
329467,934179
329484,605579
329487,182474
329495,839704
329496,137698
329513,531649
329530,805026
329538,801773
329572,52593
329594,514205
329603,391135
329620,703437
329625,153329
329628,550319
329645,799534
329656,230811
329659,365631
329669,281164
329672,432793
329677,857837
329693,9554
329711,531654
329717,6396
329726,484571
329769,344417
329776,837791
329779,144291
329787,112718
329803,82694
329811,184922
329847,56241
329850,89763
329868,122919
329869,377453
329892,832801
329894,79722
329896,784878
329943,67367
329970,273042
329975,800542
329982,826799
329985,613856
330012,523094
330036,666478
330038,350378
330059,71761
330097,808667
330117,46289
330150,785108
330173,1958
330175,139748
330179,379429
330193,710343
330195,951224
330205,447891
330208,299723
330212,138428
330224,680182
330230,110508
330249,836327
330261,579138
330276,666605
330282,905113
330297,510568
330302,472645
330303,667565
330309,62816
330325,699204
330335,363473
330359,383142
330360,179653
330373,463244
330387,554705
330396,858782
330404,653053
330418,226697
330436,172213
330444,775064
330451,829062
330464,808445
330470,620986
330506,626352
330508,29892
330510,848342
330529,610826
330541,659393
330543,929059
330545,351339
330568,91259
330572,177735
330576,261573
330587,345225
330591,84334
330597,455577
330604,641219
330650,206596
330653,904002
330655,538816
330659,465561
330663,613963
330671,795376
330672,305105
330679,872355
330685,197697
330697,899531
330700,735741
330712,414
330713,907417
330728,829763
330729,818083
330763,282922
330768,352695
330775,122129
330780,524015
330782,605362
330800,176937
330800,602075
330807,586439
330818,108602
330823,432916
330823,270867
330824,91917
330829,708235
330840,469225
330844,715157
330845,311648
330852,35199
330872,242258
330875,83627
330887,744492
330888,544846
330889,365612
330897,360945
330900,499234
330900,232493
330904,711617
330937,228991
330943,118851
330952,907424
330969,82892
330970,640915
330985,200897
331003,278578
331016,637537
331044,893936
331072,934236
331087,100811
331099,87268
331111,69222
331114,43475
331115,320581
331119,242858
331121,591116
331127,522633
331129,661894
331138,6804
331141,536416
331144,911916
331149,824483
331150,215196
331162,851157
331165,656004
331177,77949
331178,702971
331193,723993
331193,793899
331193,92181
331195,368476
331220,331185
331227,247953
331242,163913
331253,721737
331259,436944
331266,423108
331269,314433
331275,138179
331277,311955
331283,825193
331285,715786
331286,411454
331312,810169
331335,791237
331370,477109
331373,823978
331392,826387
331393,654964
331400,103729
331420,459535
331453,78585
331464,95094
331473,788635
331475,464552
331480,452718
331482,323534
331487,825873
331491,194322
331511,361949
331523,119055
331525,562677
331532,61452
331551,142188
331554,598961
331556,4464
331563,109229
331579,910952
331580,257463
331593,536338
331606,320426
331612,335418
331626,177886
331635,99485
331635,774301
331642,672371
331644,83471
331665,616814
331671,792275
331673,270938
331679,719751
331685,822732
331686,738993
331698,517831
331714,175558
331716,541971
331727,362416
331730,906871
331746,96446
331754,927129
331755,410863
331762,732159
331773,419031
331786,440686
331796,82873
331808,298706
331822,266408
331824,327122
331833,628022
331858,809928
331859,56359
331893,552946
331899,906663
331921,694519
331923,814464
331925,446856
331937,648125
331957,526002
331961,264102
331981,289476
331982,787371
332004,624718
332004,354653
332006,470765
332017,102958
332027,275352
332044,233124
332052,298124
332055,335997
332068,748241
332077,617486
332087,644321
332088,474951
332091,805607
332105,156781
332107,80466
332110,255329
332130,259973
332133,83856
332155,332268
332160,108757
332160,479984
332168,273246
332206,165207
332211,761097
332214,145391
332234,446501
332250,632128
332262,352825
332265,908114
332267,290753
332271,780876
332277,50418
332278,564568
332279,79323
332282,461884
332305,759402
332322,388809
332350,55548
332365,368575
332375,269625
332390,165439
332438,886008
332445,65697
332465,297078
332465,433951
332474,475992
332489,451102
332498,306303
332532,300431
332543,273134
332545,922781
332546,46327
332554,289253
332559,504373
332579,609172
332609,544037
332610,37168
332622,620883
332622,67583
332623,581742
332627,66172
332628,533098
332638,279365
332639,807315
332647,395219
332660,366833
332662,194713
332696,427602
332727,449568
332736,83254
332737,380001
332750,852214
332763,122637
332803,328309
332806,918034
332811,662902
332818,803423
332835,790613
332843,353943
332851,809482
332854,856828
332871,97529
332873,628832
332893,835252
332895,344733
332897,935074
332902,437659
332914,245285
332921,449866
332937,640494
332952,749754
332957,165294
332960,460213
332962,220779
332963,300821
332976,465046
333007,278967
333013,156772
333020,326321
333023,834109
333025,539646
333038,645912
333041,666698
333042,74435
333059,453463
333060,927118
333071,362426
333082,507085
333093,349375
333094,19136
333118,498743
333134,44708
333138,684614
333148,397505
333151,74675
333159,923062
333170,810574
333190,826
333211,794183
333224,606727
333225,458081
333230,257459
333230,417987
333237,131043
333246,798728
333249,469433
333256,749073
333262,661254
333265,844098
333279,819145
333287,148744
333301,273995
333307,448635
333318,285975
333327,947538
333366,842351
333369,498102
333390,71179
333398,711216
333400,317904
333413,579818
333426,914993
333426,244009
333437,173512
333438,61216
333448,64413
333449,93556
333449,735753
333452,806754
333473,516712
333481,727883
333486,667704
333486,128979
333489,566794
333490,663442
333493,6237
333494,26734
333497,46964
333497,110981
333505,58543
333551,223609
333563,301896
333563,726397
333571,37998
333573,60653
333603,631742
333604,105539
333648,925251
333654,79633
333655,264966
333670,461762
333674,859383
333695,278176
